Data;0-1H;1-2H;2-3H;3-4H;4-5H;5-6H;6-7H;7-8H;8-9H;9-10H;10-11H;11-12H;12-13H;13-14H;14-15H;15-16H;16-17H;17-18H;18-19H;19-20H;20-21H;21-22H;22-23H;23-24H;TOTAL;MÉDIA
21/07/2019;5;0;0;0;0;0;19;10;261;598;894;1034;913;715;606;757;797;926;899;907;715;602;263;31;10952;456
22/07/2019;0;0;0;0;0;1;13;60;247;630;889;916;881;1017;740;783;909;1067;1194;1225;850;691;315;14;12442;518
23/07/2019;0;0;0;0;0;0;29;39;254;608;828;883;960;924;760;868;912;1073;1219;1178;861;692;296;27;12411;517
24/07/2019;0;0;0;0;0;0;17;68;263;584;885;837;927;934;768;743;934;1044;1111;1047;880;653;301;16;12012;501
25/07/2019;0;0;0;0;0;0;24;43;260;597;930;862;933;958;808;850;1095;1068;1219;909;753;612;295;34;12250;510
26/07/2019;2;0;0;0;0;0;29;38;333;681;1048;1072;1014;1100;826;1028;1086;1129;1339;1199;944;745;411;132;14156;590
27/07/2019;20;1;0;1;0;0;18;6;283;707;1047;1260;1065;853;843;1034;1057;1145;998;910;825;767;353;139;13332;556
28/07/2019;11;1;0;1;0;0;17;17;259;619;864;1017;961;673;742;875;936;905;933;953;770;714;342;55;11665;486
29/07/2019;3;2;0;0;0;0;11;55;232;639;900;931;965;905;783;915;1092;1150;1297;1168;795;672;279;53;12847;535
30/07/2019;2;0;0;0;1;0;33;62;293;646;894;951;930;894;764;858;948;1028;1286;1046;820;648;274;52;12430;518
31/07/2019;2;2;0;2;0;1;18;69;311;679;900;978;945;1043;788;1021;1010;1122;1234;1114;766;651;355;26;13037;543
01/08/2019;1;0;0;1;0;0;16;52;271;607;911;1017;1020;1000;813;928;1094;1137;1210;1021;889;662;378;38;13066;544
02/08/2019;1;0;0;1;0;0;22;42;260;718;1082;1028;987;1024;940;1029;1040;1203;1314;1083;860;787;482;146;14049;585
03/08/2019;26;0;0;0;0;0;13;6;302;785;1061;1222;987;821;876;968;906;999;1048;934;763;703;401;118;12939;539
04/08/2019;4;0;0;0;0;0;7;17;272;576;930;1027;914;708;775;905;1053;893;956;810;662;546;185;25;11265;469
05/08/2019;0;0;0;0;0;0;38;56;246;566;887;934;948;1008;800;917;905;1034;1239;1115;768;620;288;44;12413;517
06/08/2019;1;1;0;0;3;0;11;47;252;609;814;929;831;849;839;856;1015;1071;1191;1038;726;585;256;24;11948;498
07/08/2019;1;0;0;8;2;1;18;88;263;582;818;878;896;962;838;991;950;1054;1133;948;795;570;244;20;12060;503
08/08/2019;5;0;0;0;0;2;10;25;309;669;930;938;981;995;885;1023;1159;1081;1128;1093;860;679;305;40;13117;547
09/08/2019;0;4;0;1;1;0;15;35;337;764;1083;1013;984;969;834;971;1100;1042;1229;999;867;726;352;108;13434;560
10/08/2019;18;0;0;0;0;0;8;7;335;795;1036;1082;1022;827;759;875;903;858;894;907;652;488;312;105;11883;495
11/08/2019;17;0;0;0;0;0;16;5;249;571;1014;922;913;689;725;865;901;958;916;873;702;558;247;27;11168;465
12/08/2019;0;0;0;0;0;0;19;43;225;574;836;882;885;855;803;858;814;970;1142;944;735;525;224;27;11361;473
13/08/2019;1;0;0;0;0;0;25;34;250;672;848;772;876;847;730;837;848;972;1112;944;691;498;272;22;11251;469
14/08/2019;0;0;0;0;0;0;9;62;269;565;865;918;885;907;721;810;860;956;915;950;737;604;305;66;11404;475
15/08/2019;15;6;0;0;0;0;8;6;219;533;943;988;847;635;740;772;798;794;812;754;734;496;214;24;10338;431
16/08/2019;0;0;0;0;0;0;21;42;246;658;967;1019;952;871;779;997;906;979;1123;997;762;604;335;120;12378;516
17/08/2019;16;0;0;0;0;0;9;14;270;657;861;1045;874;692;609;724;727;818;826;799;645;529;291;86;10492;437
18/08/2019;3;0;0;0;0;0;12;6;232;497;815;981;753;687;836;888;955;936;864;847;710;548;219;28;10817;451
19/08/2019;1;0;0;0;0;1;23;48;235;622;795;911;991;903;778;1030;1049;1158;1290;1064;772;551;252;36;12510;521
20/08/2019;0;0;0;1;0;0;25;57;260;612;868;818;877;832;729;752;843;982;1223;1079;781;598;226;32;11595;483
21/08/2019;0;0;0;0;2;1;15;43;275;667;807;831;855;736;661;780;734;904;987;978;772;572;277;20;10917;455
22/08/2019;0;0;0;0;1;0;26;51;272;688;824;843;871;834;663;723;733;861;1002;989;821;635;296;31;11164;465
23/08/2019;0;0;0;0;0;0;18;27;313;657;954;972;984;937;755;861;913;995;1244;1040;888;753;385;125;12821;534
24/08/2019;18;0;0;0;0;0;10;16;310;651;1017;1048;982;742;747;811;873;934;909;695;637;587;352;117;11456;477
25/08/2019;5;0;0;0;0;0;16;7;240;547;910;1001;899;702;787;891;945;943;996;827;791;530;246;21;11304;471
26/08/2019;0;0;0;0;0;1;17;45;227;650;986;854;1061;1021;803;946;1034;1176;1178;1191;831;680;276;18;12995;541
27/08/2019;0;0;0;0;0;0;25;30;258;656;875;1016;914;918;782;838;978;1127;1296;1150;757;574;267;15;12476;520
28/08/2019;0;0;0;2;0;1;25;39;262;564;838;899;899;917;848;962;1043;1144;1187;1086;845;644;268;23;12496;521
29/08/2019;3;0;0;0;0;0;36;35;268;650;894;929;999;903;841;831;883;1105;1162;1076;846;638;262;40;12401;517
30/08/2019;3;0;0;0;1;0;14;34;285;656;1149;1118;1020;1005;843;1061;1215;1207;1289;1265;952;805;449;170;14541;606
31/08/2019;19;4;11;7;13;3;31;10;330;777;1127;1303;1112;872;960;1033;1057;1205;1104;1012;913;657;419;142;14121;588
01/09/2019;44;1;0;0;0;5;9;8;253;593;909;1193;1030;710;848;1010;1105;1049;1049;1075;908;631;316;48;12794;533
02/09/2019;1;0;0;0;0;0;20;41;271;715;967;991;1178;1018;865;978;1022;1185;1335;1188;1031;720;274;34;13834;576
03/09/2019;2;0;0;0;2;0;18;40;296;735;972;986;898;927;730;777;874;1074;1207;1247;940;681;304;40;12750;531
04/09/2019;6;2;0;6;1;0;10;44;298;713;933;855;893;884;727;809;867;1000;1247;1095;886;668;261;7;12212;509
05/09/2019;6;0;0;0;2;2;16;54;283;677;949;908;1036;929;714;792;915;1162;1264;1119;1020;656;256;38;12798;533
06/09/2019;2;0;0;0;1;2;9;50;333;730;1014;1064;1022;1002;781;927;953;1179;1364;1137;1043;749;422;132;13916;580
07/09/2019;13;3;0;0;1;0;16;3;345;847;1119;1261;973;853;871;999;919;995;1148;955;803;667;425;107;13323;555
08/09/2019;6;0;0;0;0;0;16;9;284;619;1104;1186;992;781;822;971;1087;1063;1097;1148;1011;648;306;23;13173;549
09/09/2019;2;0;0;0;0;0;26;55;272;708;1012;1041;1166;1187;961;1059;1105;1263;1368;1284;985;746;275;46;14561;607
10/09/2019;3;0;1;0;3;0;27;63;348;756;980;1017;1103;1052;984;994;1139;1222;1350;1161;942;525;304;23;13997;583
11/09/2019;0;1;0;0;1;0;13;64;291;683;971;909;1004;1117;884;985;1011;1161;1293;1244;973;664;328;27;13624;568
12/09/2019;1;0;0;0;0;0;15;53;305;687;960;1034;1242;1066;869;1033;1184;1235;1373;1305;977;756;304;43;14442;602
13/09/2019;0;0;0;0;0;0;22;55;374;887;1046;1084;1130;1254;1049;1114;1370;1506;1437;1242;1042;832;403;99;15946;664
14/09/2019;3;0;0;0;0;0;12;4;312;814;1185;1276;1174;900;876;1080;1162;1112;1088;1021;882;639;381;108;14029;585
15/09/2019;11;0;0;0;0;0;16;15;309;723;1116;1315;1251;949;1136;1378;1587;1668;1657;1585;1413;939;386;40;17494;729
16/09/2019;5;1;0;0;0;0;20;50;374;937;977;1071;1376;1508;860;1097;1216;1383;1431;1275;1117;728;273;26;15725;655
17/09/2019;1;0;0;0;0;0;16;84;410;915;1055;1032;1159;1393;945;1042;1185;1490;1502;1365;1051;588;310;18;15561;648
18/09/2019;4;0;13;0;0;0;15;50;355;782;966;908;1101;1238;970;982;1188;1206;1432;1324;958;638;310;16;14456;602
19/09/2019;0;0;0;0;0;0;21;70;343;746;1035;973;1249;1336;957;1076;1193;1409;1413;1293;1040;662;319;19;15154;631
20/09/2019;1;0;0;0;1;0;7;43;396;807;1014;1003;1156;1295;968;1090;1152;1328;1446;1240;998;709;384;92;15130;630
21/09/2019;24;18;9;0;0;0;15;10;369;809;1171;1316;1105;902;988;1036;1180;1190;1031;944;753;531;315;119;13835;576
22/09/2019;6;0;0;0;0;1;8;6;224;616;1101;1318;1189;935;998;1291;1396;1409;1269;1323;1119;703;276;22;15210;634
23/09/2019;0;0;0;0;0;0;22;66;322;702;927;982;1225;1412;986;1019;1219;1398;1421;1401;1048;623;296;40;15109;630
24/09/2019;1;0;0;0;0;0;21;55;316;668;865;897;1094;1404;981;1040;1170;1317;1443;1291;964;661;216;19;14423;601
25/09/2019;0;0;0;0;0;1;16;69;311;743;899;904;1044;1405;858;1015;1084;1233;1338;1166;894;692;357;18;14047;585
26/09/2019;1;0;0;0;0;1;16;51;346;756;872;895;1179;1434;892;958;1153;1238;1306;1266;1086;682;308;11;14451;602
27/09/2019;4;0;0;0;0;0;14;52;318;727;965;957;1223;1456;1000;1023;1100;1183;1299;1213;1089;761;407;180;14971;624
28/09/2019;18;7;10;29;2;15;33;33;298;786;1046;1228;1013;948;886;1090;1133;1179;1152;1004;820;654;312;136;13832;576
29/09/2019;12;0;0;0;0;0;13;8;236;585;1025;1192;1100;897;948;1111;1221;1337;1366;1230;1118;629;333;26;14387;599
30/09/2019;4;0;0;0;0;0;24;57;317;756;931;975;1468;1408;1011;1055;1197;1382;1501;1480;1147;642;339;16;15710;655
01/10/2019;0;0;0;0;0;0;15;51;375;765;986;966;1144;1510;978;1055;1284;1383;1401;1379;1073;657;291;12;15325;639
02/10/2019;4;0;0;0;0;1;18;83;294;757;886;829;1112;1389;1010;1055;1076;1233;1375;1339;909;679;316;33;14398;600
03/10/2019;2;0;0;0;0;0;25;73;364;760;862;944;1331;1450;931;940;1165;1282;1328;1263;1237;712;397;60;15126;630
04/10/2019;1;0;0;0;0;0;19;58;361;763;1007;1014;1037;1442;1124;1116;1087;1318;1445;1367;1097;783;425;121;15585;649
05/10/2019;18;0;0;0;0;0;2;27;299;842;1288;1424;1175;967;917;1045;1163;1252;1108;1002;743;618;299;91;14280;595
06/10/2019;11;0;0;0;0;0;12;4;274;615;1055;1184;1091;833;876;1168;1255;1367;1325;1228;1009;548;283;15;14153;590
07/10/2019;5;1;0;0;2;0;23;62;299;768;994;973;1232;1474;920;960;1132;1371;1482;1455;1071;602;288;18;15132;631
08/10/2019;5;0;0;2;0;0;16;62;330;808;1015;1037;1171;1496;975;1000;1336;1425;1428;1397;1052;585;252;11;15403;642
09/10/2019;2;0;0;1;0;1;23;58;305;720;926;818;998;1247;928;997;1173;1123;1360;1355;1152;775;301;17;14280;595
10/10/2019;0;0;0;0;0;0;7;64;336;715;874;931;1168;1320;921;1000;1207;1293;1352;1361;1238;819;316;43;14965;624
11/10/2019;1;0;0;0;0;12;16;57;405;777;1056;1004;1132;1342;1046;1226;1235;1407;1439;1411;1193;886;534;225;16404;684
12/10/2019;5;0;0;0;0;0;9;8;327;829;1140;1289;1111;929;967;1290;1335;1414;1341;1358;1228;925;526;173;16204;675
13/10/2019;34;0;0;0;0;0;20;4;255;678;1096;1418;1523;1295;1213;1348;1290;1216;1189;1158;1014;1012;573;42;16378;682
14/10/2019;1;0;0;0;0;0;13;57;236;597;701;756;1015;1328;959;995;1073;1255;1468;1262;846;503;218;15;13298;554
15/10/2019;2;0;0;0;0;0;14;83;297;688;871;906;1095;1502;808;946;1154;1208;1376;1352;971;530;233;29;14065;586
16/10/2019;2;1;0;0;0;1;17;64;302;747;844;873;1027;1332;918;997;1044;1158;1268;1207;839;520;196;12;13369;557
17/10/2019;2;1;0;1;0;0;23;54;323;752;820;917;1161;1208;963;928;1152;993;1006;1175;924;532;257;28;13220;551
18/10/2019;1;0;0;0;0;0;19;61;340;787;1059;1046;1075;1442;1021;1162;1176;1277;1317;1206;1040;659;366;115;15169;632
19/10/2019;11;1;0;0;1;0;8;8;305;699;1078;1248;1070;928;809;1025;1121;1116;1068;896;751;486;274;142;13045;544
20/10/2019;7;2;0;0;0;0;16;5;213;573;897;1092;1019;795;927;1246;1292;1224;1164;1017;784;569;244;15;13101;546
21/10/2019;2;0;0;1;0;0;14;60;297;635;869;883;1215;1425;935;1032;1173;1306;1432;1283;905;570;233;8;14278;595
22/10/2019;1;0;0;0;8;0;21;74;319;637;883;896;1155;1309;876;916;1146;1242;1379;1206;836;541;255;14;13714;571
23/10/2019;3;0;0;0;5;1;22;52;292;659;858;887;1072;1318;879;981;1111;1203;1315;1250;808;502;302;17;13537;564
24/10/2019;4;0;0;0;5;0;19;54;297;684;858;866;1224;1419;964;1045;1110;1230;1263;1167;1088;647;302;20;14266;594
25/10/2019;0;0;0;2;2;2;15;56;382;810;1020;1058;1112;1364;1094;1029;1239;1429;1402;1498;1058;747;370;165;15854;661
26/10/2019;36;0;0;0;0;1;10;14;319;781;1084;1295;1123;931;931;1160;1236;1280;1228;1083;778;501;341;124;14256;594
27/10/2019;7;0;0;0;1;0;0;9;5;355;825;1184;1218;1051;850;967;1255;1126;1184;1077;848;689;415;178;13244;552
28/10/2019;1;0;0;1;0;0;25;104;383;797;1062;966;1205;1403;895;916;1110;1286;1429;1247;914;540;231;38;14553;606
29/10/2019;0;0;0;0;1;0;20;69;413;810;1039;985;1125;1329;950;867;1158;1183;1345;1293;851;515;225;22;14200;592
30/10/2019;0;0;0;1;0;1;27;81;346;809;985;998;987;1192;957;1049;1120;1218;1424;1223;932;610;241;19;14220;593
31/10/2019;2;7;0;0;1;0;67;49;412;752;965;1055;1384;1557;1152;1133;1322;1408;1375;1373;1323;771;441;119;16668;695
01/11/2019;8;0;0;0;0;0;8;6;294;804;1093;1219;1144;918;1086;1367;1410;1361;1196;917;668;488;362;149;14498;604
02/11/2019;33;0;0;0;0;0;3;13;491;924;1158;1330;1134;910;1068;1193;1311;1296;1087;848;710;575;304;130;14518;605
03/11/2019;9;0;0;0;0;0;17;5;301;656;994;1186;1038;784;1027;1256;1301;1338;1243;997;703;479;210;18;13562;565
04/11/2019;2;0;0;0;0;0;30;57;286;763;913;955;1157;1365;942;1001;1156;1260;1331;1269;967;525;254;44;14277;595
05/11/2019;1;0;0;0;0;1;29;74;380;723;963;1028;1085;1380;974;1062;1267;1273;1375;1150;808;499;292;27;14391;600
06/11/2019;3;0;0;1;1;0;26;65;349;792;930;904;1049;1392;932;984;1044;1113;1207;1057;855;583;233;25;13545;564
07/11/2019;5;3;1;1;1;3;31;59;379;734;911;945;1157;1406;1026;991;1194;1291;1249;1060;1005;643;309;22;14426;601
08/11/2019;0;0;0;0;1;33;92;48;387;817;1044;1057;1196;1447;1133;1161;1294;1242;1427;1254;1054;694;338;146;15865;661
09/11/2019;7;0;0;1;0;0;11;16;338;814;1201;1294;1186;943;1095;1289;1270;1316;1207;914;726;575;327;121;14651;610
10/11/2019;10;0;0;0;0;0;10;13;317;637;1151;1248;1193;891;1069;1316;1363;1321;1105;928;693;509;212;24;14010;584
11/11/2019;2;0;0;0;0;2;21;54;286;673;889;922;1151;1418;916;971;1192;1235;1428;1206;939;505;222;43;14075;586
12/11/2019;4;0;0;0;1;1;23;63;379;666;896;902;1120;1387;906;954;1103;1189;1317;1253;850;515;234;49;13812;576
13/11/2019;1;4;0;0;0;0;34;67;321;684;875;859;987;1299;924;938;1130;1134;1306;1222;963;605;306;40;13699;571
14/11/2019;1;4;0;0;0;1;29;58;332;703;802;911;1190;1276;911;965;1099;1080;1265;1042;832;516;239;27;13283;553
15/11/2019;18;4;0;0;1;0;23;95;355;758;948;1034;1117;1385;1083;1158;1187;1338;1337;1238;946;630;355;153;15163;632
16/11/2019;86;60;96;8;0;1;16;11;309;731;1044;1328;1163;991;1076;1230;1197;1305;1207;1008;832;491;327;107;14624;609
17/11/2019;32;8;13;12;5;1;30;34;202;573;1021;1341;1092;789;882;1033;1291;1240;1032;930;681;499;226;19;12986;541
18/11/2019;4;16;0;0;3;0;32;110;332;668;809;920;1197;1350;936;1053;1164;1254;1430;1197;864;536;234;33;14142;589
19/11/2019;2;3;0;0;2;0;30;58;342;686;938;944;1161;1396;928;976;1237;1209;1283;1165;838;520;235;15;13968;582
20/11/2019;4;1;0;0;0;0;27;63;332;667;889;842;1105;1326;863;922;1013;1133;1272;1192;846;546;270;46;13359;557
21/11/2019;1;0;0;0;0;2;19;48;341;704;897;893;1198;1406;958;1073;1195;1189;1405;1239;969;585;223;22;14367;599
22/11/2019;7;0;0;0;1;0;21;49;302;717;925;930;1069;1376;1041;1135;1252;1311;1372;1189;926;698;336;141;14798;617
23/11/2019;7;0;0;0;0;0;14;12;279;765;1026;1231;1190;1063;1188;1326;1367;1324;1226;945;744;523;323;157;14710;613
24/11/2019;5;0;0;1;0;0;10;10;246;611;1023;1241;1192;929;1099;1440;1580;1368;1157;921;722;503;217;17;14292;596
25/11/2019;1;0;0;0;0;0;19;40;311;693;956;888;1193;1378;1000;1025;1269;1361;1442;1228;948;624;254;26;14656;611
26/11/2019;2;1;0;1;0;1;17;47;314;722;868;972;1066;1386;1003;1048;1171;1296;1261;1156;835;547;292;29;14035;585
27/11/2019;5;0;0;1;0;2;18;46;328;722;962;943;1105;1383;1047;1114;1142;1276;1368;1378;944;541;283;25;14633;610
28/11/2019;1;0;1;0;1;0;17;51;340;726;917;949;1253;1566;1046;1180;1254;1334;1388;1249;1134;664;323;49;15443;643
29/11/2019;8;19;1;2;0;4;17;72;413;783;1055;1203;1265;1477;1267;1258;1422;1474;1510;1432;1198;891;558;185;17514;730
30/11/2019;101;9;5;1;3;38;19;30;311;908;1290;1434;1285;1153;1322;1442;1460;1528;1403;1183;881;678;375;169;17028;710
01/12/2019;12;0;2;0;1;0;7;17;241;680;1012;1235;1197;1030;1157;1492;1624;1475;1342;1212;852;693;264;21;15566;649
02/12/2019;0;0;0;0;0;1;33;66;319;778;953;1023;1236;1510;1017;1140;1314;1442;1519;1354;981;640;277;14;15617;651
03/12/2019;1;0;0;0;0;0;16;51;364;754;890;956;1304;1535;1032;1088;1190;1354;1407;1288;1029;566;260;20;15105;629
04/12/2019;0;0;0;0;0;0;13;73;341;690;873;854;1113;1445;1051;1077;1258;1288;1318;1236;1018;570;296;48;14562;607
05/12/2019;1;0;0;0;0;0;20;38;337;687;895;975;1268;1491;986;1021;1239;1257;1364;1254;1099;592;323;44;14891;620
06/12/2019;0;0;0;0;0;0;25;35;385;811;1080;1157;1245;1431;1124;1205;1315;1403;1446;1357;1127;732;383;156;16417;684
07/12/2019;4;0;0;0;0;0;6;9;341;815;1151;1263;1222;1198;1096;1217;1350;1345;1248;1087;895;611;339;164;15361;640
08/12/2019;8;0;0;0;0;0;2;18;228;615;1083;1249;1113;960;1109;1402;1418;1317;1160;986;690;542;261;39;14200;592
09/12/2019;1;0;0;0;0;0;11;38;327;789;1021;1010;1243;1395;1121;1183;1304;1372;1523;1382;1088;665;280;31;15784;658
10/12/2019;1;1;0;0;0;0;9;41;314;744;953;1007;1234;1559;1096;1188;1170;1295;1353;1327;900;635;292;30;15149;631
11/12/2019;15;0;0;0;0;0;18;40;372;855;1017;1026;1181;1487;1156;1084;1233;1320;1379;1316;980;673;302;23;15477;645
12/12/2019;2;1;0;2;0;0;13;53;333;747;914;971;1150;1284;1077;1040;1082;1138;1227;1123;906;687;290;37;14077;587
13/12/2019;1;0;0;0;0;0;24;51;368;757;1054;1161;1147;1465;1168;1230;1316;1325;1404;1218;1037;815;415;155;16111;671
14/12/2019;14;0;0;0;0;0;10;5;335;838;1211;1464;1346;1103;1227;1462;1487;1448;1245;1103;1009;746;349;151;16553;690
15/12/2019;33;0;0;0;0;0;8;9;275;680;1269;1384;1218;1064;1246;1536;1540;1552;1273;1021;857;631;260;69;15925;664
16/12/2019;2;0;0;0;0;0;14;47;330;721;888;1045;1156;1387;1090;1174;1301;1374;1415;1386;958;662;347;61;15358;640
17/12/2019;5;0;0;0;0;0;22;37;372;854;1041;1102;1437;1593;1079;1268;1210;1314;1451;1242;1122;705;353;75;16282;678
18/12/2019;20;0;0;0;0;0;20;60;275;703;1043;1164;1263;1332;1147;1196;1258;1240;1375;1113;855;551;280;68;14963;623
19/12/2019;6;0;0;0;0;0;17;35;261;687;920;997;1212;1343;1099;1053;1110;1256;1084;998;776;517;298;48;13717;572
20/12/2019;3;0;0;0;0;0;15;25;301;771;1130;1168;1266;1326;1205;1285;1231;1256;1304;1046;1024;704;422;199;15681;653
21/12/2019;6;1;0;0;0;0;9;15;332;951;1447;1612;1456;1260;1428;1771;1723;1598;1321;1056;956;692;482;197;18313;763
22/12/2019;20;0;0;0;0;0;10;6;289;808;1312;1516;1382;1172;1415;1765;1923;1821;1646;1228;1085;757;416;105;18676;778
23/12/2019;6;1;0;0;0;0;13;26;413;1060;1510;1759;1725;1635;1763;2024;2005;1976;1884;1716;1230;1101;687;197;22731;947
24/12/2019;23;0;0;0;0;0;46;51;675;1350;1695;1948;1614;1281;1383;1626;1471;1148;183;1;0;0;0;0;14495;604
25/12/2019;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;0;1;0;0;0;0;0;0;0;7;0
26/12/2019;0;0;0;0;0;0;32;47;202;541;798;996;911;847;907;1178;1265;1280;1198;933;633;413;221;25;12427;518
27/12/2019;1;0;0;0;0;0;18;46;260;636;967;1160;1115;1007;963;1258;1243;1299;1363;1036;760;512;285;101;14030;585
28/12/2019;4;0;0;0;0;0;8;0;226;618;963;1196;1035;876;992;1260;1342;1252;1174;900;757;524;257;97;13481;562
29/12/2019;5;0;0;0;0;0;11;15;185;525;910;1142;1012;878;941;1339;1416;1376;1215;905;658;505;216;12;13266;553
30/12/2019;15;0;0;0;0;0;6;37;248;667;1109;1179;1274;1219;1211;1475;1541;1586;1554;1444;1055;832;388;99;16939;706
31/12/2019;19;0;0;0;1;0;8;23;425;1056;1687;1706;1631;1464;1561;1781;1837;1468;956;114;0;0;0;0;15737;656
01/01/2020;0;0;0;0;0;0;0;0;0;1;0;0;7;0;13;34;11;0;3;0;0;0;0;0;69;3
02/01/2020;1;0;0;0;0;0;8;36;230;561;870;1007;1123;1085;1044;1153;1245;1234;1314;1100;774;588;196;45;13614;567
03/01/2020;4;15;0;0;0;0;15;37;238;601;956;1069;1118;1060;1041;1166;1313;1336;1348;1110;777;549;273;77;14103;588
04/01/2020;14;0;0;0;0;0;11;5;239;658;1037;1189;1119;943;1055;1245;1452;1352;1140;939;832;519;306;116;14171;590
05/01/2020;7;2;0;0;0;0;8;5;185;474;849;1046;1035;917;1010;1349;1291;1283;1037;957;701;499;209;26;12890;537
06/01/2020;6;0;0;0;0;0;13;47;299;775;1041;1058;1396;1517;1093;1149;1327;1499;1560;1488;1057;598;274;17;16214;676
07/01/2020;1;0;0;0;0;0;10;53;333;634;924;937;1226;1451;1112;1091;1156;1226;1282;1294;822;530;279;66;14427;601
08/01/2020;5;0;0;0;0;0;18;40;340;652;894;1031;1111;1379;1107;1119;1239;1246;1367;1276;789;558;225;11;14407;600
09/01/2020;1;0;0;0;0;0;19;66;348;644;839;979;1204;1310;1008;1052;1176;1285;1336;1229;903;510;262;18;14189;591
10/01/2020;4;0;0;0;1;0;15;49;349;747;1009;1040;1202;1402;1090;1167;1214;1343;1428;1241;867;613;287;117;15185;633
11/01/2020;27;0;0;2;0;0;11;11;281;717;1121;1338;1243;1025;1071;1316;1350;1314;1232;1076;789;585;321;113;14943;623
12/01/2020;4;0;0;1;0;0;25;19;203;514;960;1129;1073;983;1024;1344;1340;1396;1119;1048;767;434;193;36;13612;567
13/01/2020;14;0;0;0;0;2;46;66;317;636;851;994;1288;1323;984;981;1121;1278;1346;1190;833;547;248;40;14105;588
14/01/2020;1;0;0;1;0;4;8;44;310;645;865;897;1208;1310;969;1088;1066;1217;1289;1080;814;428;178;22;13444;560
15/01/2020;1;0;0;0;0;1;18;51;328;609;812;836;979;1140;1020;1137;1115;1211;1295;1163;818;524;218;7;13283;553
16/01/2020;1;0;0;0;0;0;10;49;311;699;803;848;1124;1223;978;989;994;1084;1199;1091;894;554;210;22;13083;545
17/01/2020;1;0;0;0;0;0;19;42;397;770;978;1165;1119;1384;1092;1177;1192;1300;1431;1184;987;601;314;130;15283;637
18/01/2020;9;0;0;0;0;0;7;5;299;767;1159;1283;1120;995;1218;1392;1376;1338;1259;1046;787;550;308;124;15042;627
19/01/2020;11;0;0;0;0;0;7;6;215;576;807;1174;1151;850;1057;1396;1407;1333;1202;1008;675;475;248;20;13618;567
20/01/2020;0;0;0;0;0;0;23;76;277;578;749;878;1143;1153;841;920;1075;1238;1247;1067;750;464;187;28;12694;529
21/01/2020;5;0;0;0;0;0;18;69;288;660;753;858;1029;1210;858;919;1033;1188;1220;1215;761;463;212;9;12768;532
22/01/2020;1;0;0;0;0;0;38;83;310;609;894;849;1005;1175;952;989;1107;1081;1269;1069;801;483;223;21;12959;540
23/01/2020;15;0;0;1;1;0;21;59;350;673;876;888;1114;1278;943;977;1137;1213;1313;1187;826;583;246;32;13733;572
24/01/2020;5;0;0;0;2;1;10;54;347;668;876;932;1132;1238;1022;1111;1259;1339;1362;1295;925;675;386;152;14791;616
25/01/2020;10;0;0;0;0;0;9;14;265;774;1045;1217;1137;1053;1053;1298;1251;1198;1203;969;734;476;319;106;14131;589
26/01/2020;2;0;0;0;0;0;15;15;212;501;880;1067;1000;894;997;1243;1311;1272;1002;834;724;438;213;12;12632;526
27/01/2020;2;0;0;0;0;0;22;39;259;593;784;860;1027;1113;930;872;1029;1206;1345;1133;755;498;261;12;12740;531
28/01/2020;2;0;0;0;0;0;15;32;294;626;797;807;1081;1120;824;978;1048;1087;1180;1129;764;464;218;18;12484;520
29/01/2020;22;13;4;2;0;0;14;46;264;654;814;809;1022;1119;888;937;1048;1081;1229;1151;846;533;228;37;12761;532
30/01/2020;2;0;0;1;2;0;18;40;332;616;721;853;1070;1242;953;924;1048;1041;1137;1020;818;576;247;38;12699;529
31/01/2020;0;0;0;0;0;0;23;51;320;770;1009;959;1162;1286;1118;1140;1094;1138;1216;1071;854;649;339;95;14294;596
01/02/2020;24;15;37;10;27;31;22;18;276;748;1114;1241;1207;1042;1093;1345;1311;1176;1118;955;823;562;307;169;14671;611
02/02/2020;7;0;0;0;0;0;2;15;206;562;912;1082;1049;821;989;1179;1165;1217;1127;989;684;481;240;26;12753;531
03/02/2020;0;0;0;0;0;0;14;67;304;700;799;934;1155;1158;847;911;1070;1206;1428;1233;897;640;263;17;13643;568
04/02/2020;0;0;0;0;0;0;19;60;316;660;838;813;1018;1138;864;897;1023;1144;1276;1126;765;484;277;31;12749;531
05/02/2020;0;0;0;0;0;0;23;50;331;754;815;811;955;1193;955;981;1087;1250;1232;1269;864;626;272;12;13480;562
06/02/2020;1;0;0;0;0;0;16;45;322;637;808;858;1025;1314;992;877;1065;1203;1337;1064;912;492;262;19;13249;552
07/02/2020;1;0;0;0;0;0;12;55;364;776;943;932;1047;1237;1040;1184;1208;1285;1320;1198;937;716;358;127;14740;614
08/02/2020;5;2;0;0;0;0;8;9;280;768;1188;1258;1161;1085;1066;1256;1199;1122;1141;899;680;436;291;120;13974;582
09/02/2020;16;0;0;0;0;0;9;8;244;626;1014;1143;1036;895;1013;1307;1309;1255;1167;918;739;529;214;23;13465;561
10/02/2020;0;0;0;0;0;0;11;48;277;676;921;915;1146;1246;983;1046;1052;1263;1448;1156;924;573;236;20;13941;581
11/02/2020;2;0;0;0;0;1;26;70;321;678;901;895;1016;1247;901;945;1063;1194;1243;1251;828;520;251;48;13401;558
12/02/2020;26;38;0;0;0;0;19;55;326;732;826;814;938;1202;926;972;1032;1079;1175;1160;826;487;209;14;12856;536
